"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year","Count"
2875,"246","Romantic Painting in America","[MoMA Exh. #246, November 17, 1943-February 6, 1944]",1943-11-17,"2/6/1944",297,"moma.org/calendar/exhibitions/2903","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1943,124
2714,"252","Modern Drawings","[MoMA Exh. #252, February 16-May 10, 1944]",1944-02-16,"5/10/1944",303,"moma.org/calendar/exhibitions/2849","Curator","Assistant Curator",16155,"Individual","Margaret Miller","Miller Margaret","Margaret","","Miller","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/16155",1944,123
281,"666","Art Nouveau","[MoMA Exh. #666, June 8-September 6, 1960]",1960-06-08,"9/6/1960",745,"moma.org/calendar/exhibitions/2752","Curator","Selector",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1960,122
2873,"892","Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection","[MoMA Exh. #892, May 28-September 1, 1969]",1969-05-28,"9/1/1969",999,"moma.org/calendar/exhibitions/1992","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1969,120
2721,"396","American Paintings from the Museum Collection","[MoMA Exh. #396, December 23, 1948-March 13, 1949]",1948-12-23,"3/13/1949",466,"moma.org/calendar/exhibitions/2852","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1948,116
102,"208","Useful Objects in Wartime under $10","[MoMA Exh. #208, December 2, 1942-January 9, 1943]",1942-12-02,"1/9/1943",257,"moma.org/calendar/exhibitions/2733","Arranger","Arranger",NA,"Individual","Alice M. Carson","Carson Alice M.","Alice","M.","Carson","","","",NA,NA,"","",NA,"",NA,"",1942,114
2732,"324","Paintings, Sculpture, and Graphic Arts from the Museum Collection","[MoMA Exh. #324, July 2, 1946-unknown closing date]",1946-07-02,"9/12/1954",389,"moma.org/calendar/exhibitions/2856","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1946,113
3941,"566","American Prints of the 20th Century","[MoMA Exh. #566, September 8-November 28, 1954]",1954-09-08,"11/28/1954",641,"moma.org/calendar/exhibitions/2430","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1954,112
3928,"547","Young American Printmakers","[MoMA Exh. #547, November 25, 1953-January 31, 1954]",1953-11-25,"1/31/1954",622,"moma.org/calendar/exhibitions/2425","Artist","Artist",62,"Individual","Clinton Adams","Adams Clinton","Clinton","","Adams","","","American",1918,2002,"American, 1918–2002","Male",14839827,"Q5134058",500042367,"moma.org/artists/62",1953,110
2792,"834","The 1960s: Painting and Sculpture from the Museum Collection","[MoMA Exh. #834, June 28-September 24, 1967]",1967-06-28,"9/24/1967",935,"moma.org/calendar/exhibitions/1944","Curator","Selector",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1967,109
4207,"741","The Photographer's Eye","[MoMA Exh. #741, May 27-August 23, 1964]",1964-05-27,"8/23/1964",834,"moma.org/calendar/exhibitions/2567","Curator","Selector",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1964,107
3879,"476","Abstraction in Photography","[MoMA Exh. #476, May 1-July 4, 1951]",1951-05-01,"7/4/1951",546,"moma.org/calendar/exhibitions/2413","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1951,106
2650,"538","Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism","[MoMA Exh. #538, June 23-October 4, 1953]",1953-06-23,"10/4/1953",607.5,"moma.org/calendar/exhibitions/2824","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1953,103
318,"947","Recent Acquisitions: Design Collection","[MoMA Exh. #947, December 1, 1970-January 31, 1971]",1970-12-01,"1/31/1971",1065,"moma.org/calendar/exhibitions/1809","Curator","Organizer",141,"Individual","Emilio Ambasz","Ambasz Emilio","Emilio","","Ambasz","","","",NA,NA,"","Male",110230431,"Q655905",500016432,"moma.org/artists/141",1970,103
4286,"840","Recent Acquisitions: Design Collection","[MoMA Exh. #840, September 27, 1967-January 1, 1968]",1967-09-27,"1/1/1968",942,"moma.org/calendar/exhibitions/2606","Curator","Organizer",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1967,101
204,"706","Design for Sport","[MoMA Exh. #706, May 15-July 29, 1962]",1962-05-15,"7/29/1962",794,"moma.org/calendar/exhibitions/1794","Curator","Selector",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1962,98
2892,"757","The Responsive Eye","[MoMA Exh. #757, February 25-April 25, 1965]",1965-02-25,"4/25/1965",851,"moma.org/calendar/exhibitions/2914","Curator","Director",25816,"Individual","William C. Seitz","Seitz William C.","William","","Seitz","","","",NA,NA,"","",39518687,"",NA,"moma.org/artists/25816",1965,96
4007,"452","Three Modern Styles","[MoMA Exh. #452, July 11-September 5, 1950]",1950-07-11,"9/5/1950",522,"moma.org/calendar/exhibitions/3376","Preparer","Preparer",NA,"Individual","Libby Tannenbaum","Tannenbaum Libby","Libby","","Tannenbaum","","","",NA,NA,"","",31780723,"",NA,"",1950,95
2663,"855","Dada, Surrealism and their Heritage","[MoMA Exh. #855, March 27-June 9, 1968]",1968-03-27,"6/9/1968",958,"moma.org/calendar/exhibitions/1884","Curator","Director",13938,"Individual","William S. Rubin","Rubin William S.","William","","Rubin","","","American",1927,2006,"American, 1927–2006","Male",29540160,"Q951624",NA,"moma.org/artists/13938",1968,95
2618,"664","Portraits from the Museum Collection","[MoMA Exh. #664, May 4-July 5, 1960 (Auditorium &amp; First Floor); July 6-September 18, 1960 (Auditorium re-installation)]",1960-05-04,"9/18/1960",743,"moma.org/calendar/exhibitions/2806","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1960,93
448,"747","Contemporary Painters and Sculptors as Printmakers","[MoMA Exh. #747, September 15-October 24, 1964]",1964-09-15,"10/24/1964",840,"moma.org/calendar/exhibitions/2766","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1964,93
2827,"756","Recent Acquisitions: Painting and Sculpture","[MoMA Exh. #756, February 16-April 25, 1965]",1965-02-16,"4/25/1965",850,"moma.org/calendar/exhibitions/2890","Installer","Installer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1965,91
169,"429","Design Show: Christmas 1949","[MoMA Exh. #429, November 15, 1949-January 8, 1950]",1949-11-15,"1/8/1950",499,"moma.org/calendar/exhibitions/2737","Curator","Selector",7333,"Individual","Alexander Girard","Girard Alexander","Alexander","","Girard","","","American",1907,1993,"American, 1907–1993","Male",27870229,"Q4718960",500096402,"moma.org/artists/7333",1949,90
3863,"445","Color Photography","[MoMA Exh. #445, May 9-July 4, 1950]",1950-05-09,"7/4/1950",515,"moma.org/calendar/exhibitions/2408","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1950,90
2789,"700","Recent Acquisitions","[MoMA Exh. #700, December 19, 1961-February 25, 1962]",1961-12-19,"2/25/1962",787,"moma.org/calendar/exhibitions/1942","Artist","Artist",97,"Individual","Josef Albers","Albers Josef","Josef","","Albers","","","American",1888,1976,"American, born Germany. 1888–1976","Male",12347231,"Q170071",500033049,"moma.org/artists/97",1961,88
3779,"347","Drawings in the Collection of The Museum of Modern Art","[MoMA Exh. #347, April 15-June 1, 1947]",1947-04-15,"6/1/1947",412,"moma.org/calendar/exhibitions/3210","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 1886–1966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1947,83
4277,"833","Once Invisible","[MoMA Exh. #833, June 20-September 11, 1967]",1967-06-20,"9/11/1967",934,"moma.org/calendar/exhibitions/2599","Curator","Director",8084,"Individual","John Szarkowski","Szarkowski John","John","","Szarkowski","","","American",1925,2007,"American, 1925–2007","Male",110959125,"Q1381389",500125639,"moma.org/artists/8084",1967,82
3814,"373","In and Out of Focus: A Survey of Today's Photography","[MoMA Exh. #373, April 6-July 11, 1948]",1948-04-06,"7/11/1948",440,"moma.org/calendar/exhibitions/2396","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1948,81
181,"391","Christmas Exhibition: Useful Objects Under $10","[MoMA Exh. #391, November 9, 1948-January 9, 1949]",1948-11-09,"1/9/1949",461,"moma.org/calendar/exhibitions/2740","Artist","Artist",9468,"Institution","Adel Precision Products Corp., Burbank, CA","Adel Precision Products Corp.","","","","","Adel Precision Products Corp.","",NA,NA,"","",NA,"",NA,"moma.org/artists/9468",1948,81
2629,"110","Painting and Sculpture from the Museum Collection","[MoMA Exh. #110, October 23, 1940-January 12, 1941]",1940-10-23,"1/12/1941",156,"moma.org/calendar/exhibitions/2813","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 1886–1966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1940,80
2867,"466","Abstract Painting and Sculpture in America","[MoMA Exh. #466, January 23-March 25, 1951]",1951-01-23,"3/25/1951",536,"moma.org/calendar/exhibitions/1989","Curator","Selector",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1951,80
3923,"537","Postwar European Photography","[MoMA Exh. #537, May 26-August 23, 1953]",1953-05-26,"8/23/1953",607,"moma.org/calendar/exhibitions/2423","Curator","Selector",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1953,78
4181,"707","Recent Painting U.S.A.: The Figure","[MoMA Exh. #707, May 23-August 26, 1962]",1962-05-23,"8/26/1962",795,"moma.org/calendar/exhibitions/3431","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1962,78
3977,"624","70 Photographers Look at New York","[MoMA Exh. #624, November 27, 1957-April 15, 1958]",1957-11-27,"4/15/1958",702,"moma.org/calendar/exhibitions/2439","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1957,77
2826,"715","Recent Acquisitions","[MoMA Exh. #715, November 20, 1962-January 13, 1963]",1962-11-20,"1/13/1963",807,"moma.org/calendar/exhibitions/2889","Artist","Artist",77,"Individual","Afro (Afro Basaldella)","Afro (Afro Basaldella)","Afro","","Basaldella","","","Italian",1912,1976,"Italian, 1912–1976","Male",89377463,"Q388090",500014109,"moma.org/artists/77",1962,77
4290,"845","Steichen Gallery Reinstallation","[MoMA Exh. #845, October 25, 1967-unknown closing date]",1967-10-25,"",948,"moma.org/calendar/exhibitions/2609","Artist","Artist",41,"Individual","Berenice Abbott","Abbott Berenice","Berenice","","Abbott","","","American",1898,1991,"American, 1898–1991","Female",44309674,"Q231861",500020631,"moma.org/artists/41",1967,77
4144,"674","100 Drawings from the Museum Collection","[MoMA Exh. #674, October 11, 1960-January 2, 1961]",1960-10-11,"1/2/1961",753,"moma.org/calendar/exhibitions/3402","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1960,76
4410,"934","Information","[MoMA Exh. #934, July 2-September 20, 1970]",1970-07-02,"9/20/1970",1048,"moma.org/calendar/exhibitions/2686","Curator","Director",13401,"Individual","Kynaston McShine","McShine Kynaston L.","Kynaston","","McShine","","","",NA,NA,"","Male",12357173,"",NA,"moma.org/artists/13401",1970,76
2752,"127","Painting and Sculpture from the Museum Collection","[MoMA Exh. #127, May 6-April 30, 1941]",1941-05-06,"4/30/1941",174,"moma.org/calendar/exhibitions/2867","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 1886–1966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1941,74
3658,"261","American Battle Painting 1776–1918","[MoMA Exh. #261, September 26-November 12, 1944]",1944-09-26,"11/12/1944",323,"moma.org/calendar/exhibitions/2319","Curator","Assembler",NA,"Individual","Margaret D. Garrett","Garrett Margaret D.","Margaret","D.","Garrett","","","",NA,NA,"","",NA,"",NA,"",1944,73
2753,"456","Painting and Sculpture from the Museum Collection","[MoMA Exh. #456, August 29-October 15, 1950]",1950-08-29,"10/15/1950",526,"moma.org/calendar/exhibitions/2868","Curator","Selector",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1950,73
